CID;Meno/Priezvisko;Priezvisko;Tituly;sex;Datum narodenia;PSC;mesto;kraj;Danovy domicil;Stĺpec2;dom2
2005104;Mohammedfouad;Kalnins;;male;1953-09-28;15848;Friedland Reudnitz;Brandenburg;DE;1;DE
2004403;Sharifa;Pabstmann;;female;1953-09-19;54597;Olzheim;Rheinland-Pfalz;AT;2;AT
2003863;Satomi;Kaczmarzik;;female;1953-09-06;39599;Volgfelde;Sachsen-Anhalt;SK;0;SK
2007629;Jaydon;Stencel;;male;1953-08-28;53533;MĂĽsch;Rheinland-Pfalz;SK;0;SK
2001885;Charolotte;Kuffler;;female;1953-07-28;94428;Eichendorf;Bayern;DE;1;DE
2006446;Nao;Roelfes;;male;1953-07-23;84494;Neumarkt-Sankt Veit;Bayern;AT;2;AT
2001420;Liria;Dincklage;;female;1953-06-23;46485;Wesel;Nordrhein-Westfalen;SK;0;SK
2003103;Talu;Sifert;;female;1953-06-23;78089;Unterkirnach;Baden-WĂĽrttemberg;SK;0;SK
2006599;Tasmin;Strauchmann;;female;1953-06-12;56859;Bullay;Rheinland-Pfalz;DE;1;DE
2000146;Louane;Fraenz;;female;1953-05-31;56337;Kadenbach;Rheinland-Pfalz;AT;2;AT
2006112;Saha;Arntz;;female;1953-05-31;29459;Clenze PrieĂźeck;Niedersachsen;SK;0;SK
2003517;Trent;Ernstmeyer;;male;1953-05-30;97778;Fellen;Bayern;DE;1;DE
2008471;Matsuura;Ohnesorg;;male;1953-05-28;22335;Hamburg Alsterdorf;Hamburg;DE;1;DE
2002997;Jamie;Tolkendorf;;female;1953-05-24;56379;Charlottenberg;Rheinland-Pfalz;DE;1;DE
2009760;Junus;Rademachers;;male;1953-05-21;82178;Puchheim;Bayern;AT;2;AT
2008455;Tan;Kowalskyj;;male;1953-05-21;6420;Wiendorf;Sachsen-Anhalt;DE;1;DE
2001449;Randi;SchrĂ¤er;;female;1953-05-20;8427;Fraureuth;Sachsen;AT;2;AT
2009486;Nadeem;Holtkott;;male;1953-05-20;56357;Reitzenhain;Rheinland-Pfalz;DE;1;DE
2008641;Davey;Uluisik;;male;1953-05-18;83139;SĂ¶chtenau;Bayern;DE;1;DE
2002669;GĂˇbor;Harnischmacher;;male;1953-05-18;76596;Forbach;Baden-WĂĽrttemberg;AT;2;AT
2009279;Milu;Lintermann;;male;1953-05-17;52538;Gangelt;Nordrhein-Westfalen;AT;2;AT
2008712;Marie-Luise;GrĂĽnwald;;female;1953-05-16;26901;Lorup;Niedersachsen;SK;0;SK
2004864;Caroline;GresskĂ¤mper;;female;1953-05-15;53539;Bodenbach;Rheinland-Pfalz;DE;1;DE
2009046;Lavel;Nickles;;male;1953-05-12;31714;Lauenhagen HĂĽlshagen;Niedersachsen;AT;2;AT
2004955;Eska;GroĂźklas;;male;1953-05-11;18574;Poseritz;Mecklenburg-Vorpommern;AT;2;AT
2003664;Araf;KlĂĽhs;;male;1953-05-08;25850;Behrendorf;Schleswig-Holstein;AT;2;AT
2008487;Ĺžahhaydar;Siegfriedt;;male;1953-05-08;26529;Marienhafe;Niedersachsen;DE;1;DE
2006541;Naura;von Krebs;;female;1953-05-07;39171;SĂĽlzetal;Sachsen-Anhalt;DE;1;DE
2009264;ThĂ©odore;Noltmeyer;;male;1953-05-05;25492;Heist;Schleswig-Holstein;DE;1;DE
2002980;Vika;Dornieden;;female;1953-05-01;47551;Bedburg-Hau;Nordrhein-Westfalen;AT;2;AT
2000938;Jonie;Wichterich;;female;1953-04-30;38385;Ingeleben;Niedersachsen;AT;2;AT
2000993;Habibullah;Meirle;;male;1953-04-29;6926;Kleinkorga;Sachsen-Anhalt;AT;2;AT
2000950;Gjelbrina;Thoennes;;female;1953-04-27;97355;Wiesenbronn;Bayern;SK;0;SK
2005234;Talip;Stellmaszick;;male;1953-04-24;67724;Gehrweiler;Rheinland-Pfalz;SK;0;SK
2009750;Jamin;DrĂĽgemĂĽller;;male;1953-04-24;98634;Mehmels;ThĂĽringen;AT;2;AT
2006212;Sadie;Barnard;;female;1953-04-23;31036;Eime;Niedersachsen;DE;1;DE
2007330;Aldo;Jungesbluth;;male;1953-04-21;55546;Volxheim;Rheinland-Pfalz;AT;2;AT
2009171;Boyi;Volckens;;male;1953-04-20;84427;Sankt Wolfgang;Bayern;DE;1;DE
2002630;Qazim;Bahrdt;;male;1953-04-18;65627;Elbtal;Hessen;AT;2;AT
2006601;Themistoklis;Thywissen;;male;1953-04-16;7580;Linda bei Weida;ThĂĽringen;AT;2;AT
2002793;Silvio;Fedorov;;male;1953-04-15;15345;Rehfelde;Brandenburg;DE;1;DE
2007751;Femke;Michelsson;;female;1953-04-15;88527;Unlingen;Baden-WĂĽrttemberg;SK;0;SK
2002443;Romi;SchĂ¤fermeier;;male;1953-04-13;19294;Gorlosen;Mecklenburg-Vorpommern;DE;1;DE
2003266;Bronia;Westermann;;female;1953-04-13;17194;Jabel;Mecklenburg-Vorpommern;AT;2;AT
2007236;Wondafrash;Demirkol;;female;1953-04-10;97259;GreuĂźenheim;Bayern;AT;2;AT
2008109;Deven;Wehdeking;;male;1953-04-09;21077;Hamburg Langenbek;Hamburg;DE;1;DE
2008883;Channah;Kessmacher;;female;1953-04-08;46397;Bocholt;Nordrhein-Westfalen;AT;2;AT
2008995;JamilĂ©;Dithmar;;female;1953-04-07;19395;Ganzlin;Mecklenburg-Vorpommern;AT;2;AT
2005411;Susanoo;Pape;;male;1953-04-06;98746;Goldisthal;ThĂĽringen;AT;2;AT
2002228;Tunay;KĂĽcĂĽkkaplan;;male;1953-04-05;27404;Heeslingen;Niedersachsen;SK;0;SK
2000620;Zang-Feng;VĂ¶llert;;male;1953-04-04;79578;Steinen;Baden-WĂĽrttemberg;SK;0;SK
2003182;Aycha;von Ruperti;;female;1953-03-27;29473;GĂ¶hrde Schmessau;Niedersachsen;AT;2;AT
2005758;Maimiti;Zornickel;;female;1953-03-14;97725;Elfershausen;Bayern;SK;0;SK
2006170;Lorian;Caspereit;;male;1953-03-12;31556;WĂ¶lpinghausen Schmalenbruch-Windhorn;Niedersachsen;SK;0;SK
2005371;Alberta;Brenncke;;female;1953-02-22;48565;Steinfurt;Nordrhein-Westfalen;AT;2;AT
2002329;Mihailova;Daiderich;;female;1953-02-17;67753;EinĂ¶llen;Rheinland-Pfalz;AT;2;AT
2004012;Nicol;Kerstings;;male;1953-02-10;85402;Kranzberg;Bayern;SK;0;SK
2006019;Aykut;Fiedlers;;male;1953-02-07;39288;Burg;Sachsen-Anhalt;SK;0;SK
2006372;Seymen;Bakir;;male;1953-02-05;39606;Hohenwulsch;Sachsen-Anhalt;SK;0;SK
2008277;Selina;Holzschuher;;female;1953-02-05;65558;Holzheim;Rheinland-Pfalz;SK;0;SK
2001061;Engel;Nowitzki;;female;1953-02-04;72124;Pliezhausen;Baden-WĂĽrttemberg;DE;1;DE
2002032;Eylem;Busche;;female;1953-01-29;29581;Gerdau;Niedersachsen;SK;0;SK
2003549;Marcia;Schmiedmayr;;female;1953-01-29;76872;Freckenfeld;Rheinland-Pfalz;AT;2;AT
2002597;Elisheva;Novikov;;female;1953-01-24;69436;SchĂ¶nbrunn;Baden-WĂĽrttemberg;DE;1;DE
2007080;Jehuda;Pflugner;;male;1953-01-21;98701;Gillersdorf;ThĂĽringen;AT;2;AT
2001967;Ferhan;GĂĽrbĂĽz;;female;1953-01-19;47239;Duisburg;Nordrhein-Westfalen;AT;2;AT
2007492;Abdulzagirovna;Burkarth;;female;1953-01-19;15757;Freidorf;Brandenburg;SK;0;SK
2008815;Dariush;Urbani;;male;1953-01-17;66894;KrĂ¤henberg;Rheinland-Pfalz;AT;2;AT
2009539;CecĂ­lia;Schoenijahn;;female;1953-01-16;17139;Gielow;Mecklenburg-Vorpommern;AT;2;AT
2006584;Marieela;Freybott;;female;1953-01-11;49356;Diepholz;Niedersachsen;DE;1;DE
2004175;Salime;Battermann;;female;1953-01-09;7907;Schleiz;ThĂĽringen;DE;1;DE
2002889;Sinem;Kloeser;;female;1953-01-03;72294;GrĂ¶mbach;Baden-WĂĽrttemberg;SK;0;SK
2009492;Eycke;Stumpenmeier;;male;1953-01-03;4849;Bad DĂĽben;Sachsen;DE;1;DE
2002014;Antonivna;HĂ¶velhans;;female;1953-01-03;97688;Bad Kissingen;Bayern;DE;1;DE
2004714;Lias;Engelmayr;;male;1952-12-24;26452;Sande Sanderbusch;Niedersachsen;SK;0;SK
2001092;Mopelola;Fladung;;female;1952-12-04;99628;Olbersleben;ThĂĽringen;DE;1;DE
2000824;Talulah;Noelder;;female;1952-11-19;93444;KĂ¶tzting;Bayern;DE;1;DE
2006804;Gerrit;Klingenberg;;male;1952-11-08;23795;Schieren;Schleswig-Holstein;AT;2;AT
2006417;Hristinova;Janick;;female;1952-10-27;17033;Neubrandenburg;Mecklenburg-Vorpommern;SK;0;SK
2001654;DelĂˇ;Cygan;;male;1952-09-27;55595;Weinsheim;Rheinland-Pfalz;DE;1;DE
2007114;Erdzhan;Koth;;female;1952-08-30;15326;FichtenhĂ¶he Carzig;Brandenburg;AT;2;AT
2003735;Emil-Louis;NonnengĂ¤sser;;male;1952-08-08;22607;Hamburg;Hamburg;DE;1;DE
2006314;Trisha;Wasserkamp;;female;1952-08-06;88499;Emeringen;Baden-WĂĽrttemberg;AT;2;AT
2008513;Sinja;Rothkugel;;female;1952-08-05;22395;Hamburg Bergstedt;Hamburg;SK;0;SK
2004887;Suha;Abeles;;female;1952-07-18;18195;Thelkow;Mecklenburg-Vorpommern;AT;2;AT
2003462;Devonte;KĂ¤rcher;;male;1952-06-20;85567;Bruck;Bayern;SK;0;SK
2003213;Rosine;Holzwardt;;female;1952-06-02;7646;Stadtroda;ThĂĽringen;SK;0;SK
2000475;Alexander-Lukjan;Keyler;;male;1952-05-31;8459;Neukirchen/PleiĂźe;Sachsen;DE;1;DE
2006649;Withold;Davidsmeier;;male;1952-05-29;15306;Lindendorf Dolgelin;Brandenburg;SK;0;SK
2002234;Sosio;Weidenmueller;;male;1952-05-26;61231;Bad Nauheim;Hessen;DE;1;DE
2003869;AurĂ¨l;Robers;;male;1952-05-25;86750;Megesheim;Bayern;AT;2;AT
2000397;Pia-Marie;GĂ¶ksungur;;female;1952-05-25;56859;Bullay;Rheinland-Pfalz;SK;0;SK
2003417;Madeleine;Johnsen;;female;1952-05-24;15859;Storkow (Mark) GroĂź Eichholz;Brandenburg;SK;0;SK
2008158;JĂ¶rn;Schnetzler;;male;1952-05-24;97782;GrĂ¤fendorf;Bayern;DE;1;DE
2002518;Bekhan;Altinel;;male;1952-05-23;40629;DĂĽsseldorf;Nordrhein-Westfalen;SK;0;SK
2000176;Imanova;Wizorek;;female;1952-05-19;92272;Freudenberg;Bayern;SK;0;SK
2009783;Corwin;Bardens;;male;1952-05-19;76532;Baden-Baden;Baden-WĂĽrttemberg;SK;0;SK
2003234;Maged;Karenbauer;;male;1952-05-16;44628;Herne;Nordrhein-Westfalen;AT;2;AT
2002758;Ajdan;MĂ¶nchmeyer;;male;1952-05-14;39359;BĂ¶ddensell;Sachsen-Anhalt;AT;2;AT
2008053;Ece;Kares;;female;1952-05-14;19217;Rieps;Mecklenburg-Vorpommern;SK;0;SK
2009642;Daher;Scheffczyk;;male;1952-05-14;7389;GĂ¶ssitz;ThĂĽringen;DE;1;DE
2010023;Delacaridad;Vollmary;;female;1952-05-12;52146;WĂĽrselen;Nordrhein-Westfalen;DE;1;DE
2009832;Yoshio;Kalweytys;;male;1952-05-10;18107;Elmenhorst-Lichtenhagen;Mecklenburg-Vorpommern;DE;1;DE
2005237;Danna;Gruenthaler;;female;1952-05-10;86866;Mickhausen;Bayern;SK;0;SK
2006424;Mihailova;Asanger;;female;1952-05-08;57648;Unnau;Rheinland-Pfalz;SK;0;SK
2007427;CĂ¤the;FeldhĂ¤user;;female;1952-05-08;24223;Raisdorf;Schleswig-Holstein;SK;0;SK
2000493;GĂĽlin;Harding;;female;1952-05-06;7646;Renthendorf;ThĂĽringen;SK;0;SK
2002413;Christopher;Rheinholz;;male;1952-05-05;26316;Varel Moorhausen;Niedersachsen;AT;2;AT
2001590;Nahide;Dickele;;female;1952-05-04;24969;Lindewitt;Schleswig-Holstein;SK;0;SK
2010118;Arwed;Lodewicks;;male;1952-04-30;29451;Dannenberg (Elbe) Tramm;Niedersachsen;DE;1;DE
2006624;Agatha;Hallweg;;female;1952-04-30;91723;Dittenheim;Bayern;SK;0;SK
2007948;Mieko;Ahlwardt;;male;1952-04-29;26219;BĂ¶sel;Niedersachsen;SK;0;SK
2006452;Erik-Wladimir;Ways;;male;1952-04-29;78600;Kolbingen;Baden-WĂĽrttemberg;SK;0;SK
2004981;Guna;SchniederjĂĽrgen;;female;1952-04-27;95500;Heinersreuth;Bayern;DE;1;DE
2002051;Elvis;Kaufels;;male;1952-04-26;4626;Jonaswalde;ThĂĽringen;SK;0;SK
2006890;Spencer-Newt;Jakobides;;male;1952-04-22;94264;Langdorf;Bayern;SK;0;SK
2007524;Elisa-Zara;Roelfsema;;female;1952-04-18;24975;Husby;Schleswig-Holstein;AT;2;AT
2009079;Yanick;Krautheimer;;male;1952-04-18;56761;DĂĽngenheim;Rheinland-Pfalz;DE;1;DE
2004983;Kaja-Elea;Thierry;;female;1952-04-18;34305;Niedenstein;Hessen;AT;2;AT
2005045;Emilia-Leni;Graesser;;female;1952-04-16;6268;GrockstĂ¤dt;Sachsen-Anhalt;SK;0;SK
2004415;Mayea;KrĂ¤mmer;;female;1952-04-15;99880;TrĂĽgleben;ThĂĽringen;AT;2;AT
2007613;Esilya;Tautriem;;female;1952-04-12;4928;DĂ¶llingen;Brandenburg;AT;2;AT
2002213;Tiit;Hackenberger;;male;1952-04-10;94143;Grainet;Bayern;SK;0;SK
2009791;Rozamin;Sonnberg;;female;1952-04-10;56337;Simmern;Rheinland-Pfalz;DE;1;DE
2006595;Lorentina;Westerholt;;female;1952-04-09;6628;Bad KĂ¶sen;Sachsen-Anhalt;SK;0;SK
2005678;Florentina;Jankat;;female;1952-04-04;67731;Otterbach;Rheinland-Pfalz;DE;1;DE
2009974;Marimo;Schreiner;;male;1952-04-01;72654;Neckartenzlingen;Baden-WĂĽrttemberg;DE;1;DE
2003057;Luces;Gross;;male;1952-04-01;92536;Pfreimd;Bayern;DE;1;DE
2005261;Orlinova;Gardner;;female;1952-03-29;94568;Sankt Oswald-RiedlhĂĽtte;Bayern;DE;1;DE
2006768;Mia-Amira;Verhorst;;female;1952-03-26;17252;Mirow;Mecklenburg-Vorpommern;DE;1;DE
2009890;Inci;Andreassen;;female;1952-03-26;66879;Kottweiler-Schwanden;Rheinland-Pfalz;AT;2;AT
2004907;Rohan;Kampschroer;;male;1952-03-25;20355;Hamburg;Hamburg;DE;1;DE
2003545;Natascha;Ginder;;female;1952-03-25;70734;Fellbach;Baden-WĂĽrttemberg;SK;0;SK
2005985;Emin-Noah;Haintze;;male;1952-03-16;23845;Oering;Schleswig-Holstein;AT;2;AT
2005808;Celiya;Kalay;;female;1952-03-13;83361;Kienberg;Bayern;SK;0;SK
2004625;Mayenne;Pfankuchen;;female;1952-03-12;91743;Unterschwaningen;Bayern;AT;2;AT
2004163;AgnĂ¨s;Geiseler;;female;1952-03-07;63743;Aschaffenburg;Bayern;SK;0;SK
2003596;Sijbrand;Pauleweit;;male;1952-03-07;78595;Hausen ob Verena;Baden-WĂĽrttemberg;AT;2;AT
2003884;Ylvi;Hugk;;female;1952-02-29;2708;DĂĽrrhennersdorf;Sachsen;SK;0;SK
2006033;Meite;Kuehlewind;;female;1952-02-25;86934;Reichling;Bayern;DE;1;DE
2001017;Enecita;GeĂźwein;;female;1952-02-23;7407;UhlstĂ¤dt-Kirchhasel;ThĂĽringen;AT;2;AT
2005043;Mohd;Massmeyer;;male;1952-02-23;54558;Strohn;Rheinland-Pfalz;SK;0;SK
2001492;Abrar;Gonnermann;;male;1952-02-21;65599;Dornburg;Hessen;DE;1;DE
2002533;Krane;Blomenkemper;;female;1952-02-18;4626;Vollmershain;ThĂĽringen;DE;1;DE
2003913;Hemera;Wolze;;female;1952-02-16;24109;Melsdorf;Schleswig-Holstein;AT;2;AT
2005169;Hansong;Ostrovskyy;;male;1952-02-15;93437;Furth im Wald;Bayern;SK;0;SK
2002265;Wajdi;Coster;;female;1952-02-11;41836;HĂĽckelhoven;Nordrhein-Westfalen;SK;0;SK
2005507;Licia;Cordier;;female;1952-02-07;6254;Zweimen;Sachsen-Anhalt;SK;0;SK
2000498;Lykke;Meierdrees;;male;1952-02-05;74223;Flein;Baden-WĂĽrttemberg;AT;2;AT
2003956;Abdourahamane;Niklahs;;male;1952-02-04;74376;Gemmrigheim;Baden-WĂĽrttemberg;SK;0;SK
2006127;Madlin;Bastendorf;;female;1952-02-04;99991;Altengottern;ThĂĽringen;SK;0;SK
2004174;Caya;Willink;;female;1952-02-02;36404;Oechsen;ThĂĽringen;AT;2;AT
2003965;GintarÄ—;Wiezorrek;;female;1952-02-01;54536;KrĂ¶v;Rheinland-Pfalz;DE;1;DE
2003026;Omed;Ender;;male;1952-02-01;8606;Tirpersdorf;Sachsen;SK;0;SK
2000683;Mane;Karstett;;female;1952-02-01;27321;Emtinghausen;Niedersachsen;AT;2;AT
2001990;Desanka;Strobel;;female;1952-01-29;27472;Cuxhaven;Niedersachsen;DE;1;DE
2009061;JĂąlie;Fillip;;female;1952-01-29;28870;Ottersberg;Niedersachsen;DE;1;DE
2009710;Hinata;BorngĂ¤sser;;female;1952-01-24;26532;GroĂźheide Westerende;Niedersachsen;AT;2;AT
2007141;Marlene;BrĂ¤udigam;;female;1952-01-13;12167;Berlin;Berlin;SK;0;SK
2008444;SalomĂ©;Feuchtner;;female;1952-01-09;88422;Tiefenbach;Baden-WĂĽrttemberg;DE;1;DE
2007637;LĂ©ny;Kottick;;male;1952-01-09;39615;Aulosen;Sachsen-Anhalt;AT;2;AT
2004697;Crystel;Stompfe;;female;1952-01-07;19348;GĂĽlitz-Reetz;Brandenburg;SK;0;SK
2003507;Adile;Schmiedchen;;female;1952-01-06;24235;Wendtorf;Schleswig-Holstein;SK;0;SK
2000802;Avraham;van den Bosch;;male;1951-12-08;25724;Schmedeswurth;Schleswig-Holstein;SK;0;SK
2004816;Liselle;Hintermayer;;female;1951-11-23;84335;Mitterskirchen;Bayern;AT;2;AT
2002194;JĂłzsef;Wittlich;;male;1951-11-15;12459;Berlin;Berlin;AT;2;AT
2000678;Huy;Frericks;;female;1951-09-23;15377;Ihlow;Brandenburg;DE;1;DE
2001867;Abebe;Stauder;;male;1951-09-19;36132;Eiterfeld;Hessen;SK;0;SK
2007871;Jaden-Imani;Bredtschneider;;male;1951-09-16;54668;Niederweis;Rheinland-Pfalz;AT;2;AT
2008118;Yoona;Weinhold;;female;1951-08-22;3185;Tauer;Brandenburg;AT;2;AT
2007030;Mik;HĂ¶roldt;;male;1951-07-19;91487;Vestenbergsgreuth;Bayern;SK;0;SK
2001605;Zuleykha;Beverung;;female;1951-07-15;75365;Calw;Baden-WĂĽrttemberg;SK;0;SK
2002203;Leonid;Radschuweit;;male;1951-07-14;14806;Planetal;Brandenburg;SK;0;SK
2006001;ManasoviÄŤ;von Michael;;male;1951-07-14;21514;Langenlehsten;Schleswig-Holstein;DE;1;DE
2002690;Fabius;HĂĽltscher;;male;1951-06-08;78083;Dauchingen;Baden-WĂĽrttemberg;AT;2;AT
2000248;Misela;SchĂ¤fers;;female;1951-05-30;15848;Friedland Chossewitz;Brandenburg;DE;1;DE
2003038;Karan-Ayaz;WeiĂźflach;;male;1951-05-30;24601;Wankendorf;Schleswig-Holstein;DE;1;DE
2004866;Lela;Johren;;female;1951-05-29;86161;Augsburg;Bayern;DE;1;DE
2001260;Franklin;Paule;;male;1951-05-29;39249;Barby;Sachsen-Anhalt;DE;1;DE
2009471;Hadrien;Siedentop;;male;1951-05-29;54424;Burtscheid;Rheinland-Pfalz;AT;2;AT
2008145;Olve;Mohrenhardt;;male;1951-05-28;93101;Pfakofen;Bayern;AT;2;AT
2003383;Sei;Grunen;;male;1951-05-27;6463;Reinstedt;Sachsen-Anhalt;AT;2;AT
2005265;Timo-Andy;Goralzyk;;male;1951-05-24;91619;Obernzenn;Bayern;SK;0;SK
2003521;Amany;Kallenowski;;female;1951-05-24;56761;Urmersbach;Rheinland-Pfalz;DE;1;DE
2002841;Marie-DesgrĂ˘ces;Wahle;;female;1951-05-22;18513;Glewitz;Mecklenburg-Vorpommern;SK;0;SK
2005946;Mandorla;LiĂźek;;female;1951-05-19;15926;Cahnsdorf;Brandenburg;AT;2;AT
2008820;Rosario;KlĂĽgling;;female;1951-05-17;60598;Frankfurt am Main;Hessen;SK;0;SK
2000411;AmĂ©n;Schafbauer;;male;1951-05-15;79713;Bad SĂ¤ckingen;Baden-WĂĽrttemberg;DE;1;DE
2001524;Orlinova;Hentzchen;;female;1951-05-11;56283;Gondershausen;Rheinland-Pfalz;AT;2;AT
2005155;Ege;Foelke;;male;1951-05-08;92554;Thanstein;Bayern;AT;2;AT
2001345;Constantine;Schoenlein;;male;1951-05-01;47443;Moers;Nordrhein-Westfalen;AT;2;AT
2008432;Eliott;Mohrhart;;male;1951-04-30;4936;Kolochau;Brandenburg;SK;0;SK
2004731;Nerlyssa;Fuenfgeld;;female;1951-04-29;37199;Wulften;Niedersachsen;SK;0;SK
2009719;Abdurachman;LĂ¤mmerer;;male;1951-04-29;6268;Querfurt;Sachsen-Anhalt;SK;0;SK
2007891;Athena;Scharrenbruch;;female;1951-04-27;66987;Thaleischweiler-FrĂ¶schen;Rheinland-Pfalz;AT;2;AT
2002346;Nurallah;Bruhns;;female;1951-04-26;31749;Auetal Rolfshagen;Niedersachsen;SK;0;SK
2007633;Osatohamwen;Kreutgen;;female;1951-04-26;71701;Schwieberdingen;Baden-WĂĽrttemberg;DE;1;DE
2009409;Sigsten;Schaffar;;male;1951-04-26;25875;SchobĂĽll;Schleswig-Holstein;SK;0;SK
2001513;Augustinas;Klases;;male;1951-04-25;10179;Berlin;Berlin;SK;0;SK
2001667;Azis;Norwill;;male;1951-04-22;6909;Trebitz;Sachsen-Anhalt;SK;0;SK
2003282;Akel;Colen;;male;1951-04-22;15306;FichtenhĂ¶he Alt Mahlisch;Brandenburg;DE;1;DE
2008953;Jinyu;Dempewulf;;female;1951-04-21;3185;Peitz;Brandenburg;AT;2;AT
2003937;Leon-Pascal;Sponnagel;;male;1951-04-20;86643;Rennertshofen;Bayern;AT;2;AT
2002085;Liesbeth;Blanck;;female;1951-04-20;14169;Berlin;Berlin;AT;2;AT
2001753;Aaiyscha;Ă–verdieck;;female;1951-04-16;66687;Wadern;Saarland;AT;2;AT
2006636;Amsel;Gruendling;;female;1951-04-15;39319;Wulkow;Sachsen-Anhalt;SK;0;SK
2010058;Joudi;Boiara;;female;1951-04-14;79292;Pfaffenweiler;Baden-WĂĽrttemberg;SK;0;SK
2008429;Dionys;Wehner;;male;1951-04-13;29496;Waddeweitz Salderatzen;Niedersachsen;AT;2;AT
2003291;Esila;Geerts;;female;1951-04-13;66904;BĂ¶rsborn;Rheinland-Pfalz;AT;2;AT
2003829;ElĂ­a;MĂ¶lchior;;male;1951-04-12;36456;Barchfeld;ThĂĽringen;AT;2;AT
2000954;Efua;Bersing;;female;1951-04-11;19217;Carlow;Mecklenburg-Vorpommern;DE;1;DE
2006826;Pietje;Endters;;female;1951-04-09;98739;Piesau;ThĂĽringen;AT;2;AT
2001216;Elaine;Ruepp;;female;1951-04-09;56761;Kaifenheim;Rheinland-Pfalz;SK;0;SK
2005439;Faiza;Saurbier;;female;1951-04-09;64409;Messel;Hessen;SK;0;SK
2001246;Diem;Folgerts;;female;1951-04-08;56584;Thalhausen;Rheinland-Pfalz;DE;1;DE
2000771;Sarawati;Morgenbesser;;female;1951-04-07;18196;Kavelstorf;Mecklenburg-Vorpommern;DE;1;DE
2003212;Meryem-Aziza;Wlodarcak;;female;1951-04-06;89361;Landensberg;Bayern;DE;1;DE
2000226;Kimberley-Jasmin;GĂĽntner;;female;1951-04-06;94469;Deggendorf;Bayern;AT;2;AT
2003525;Liam-Konstantin;Hanseler;;male;1951-04-05;54340;Ensch;Rheinland-Pfalz;AT;2;AT
2007214;Mia-Yela;Littwack;;female;1951-04-01;39326;Heinrichsberg;Sachsen-Anhalt;DE;1;DE
2008672;Kumi;Strackeljan;;male;1951-03-27;28309;Bremen;Bremen;DE;1;DE
2002080;Ankov;Wodarzek;;male;1951-03-09;97785;Mittelsinn;Bayern;SK;0;SK
2000547;Zafa;Pelzl;;male;1951-02-27;49838;Lengerich;Niedersachsen;DE;1;DE
2004555;Nedjad;Vormann;;male;1951-02-26;17509;Lubmin;Mecklenburg-Vorpommern;DE;1;DE
2009621;Tugay-Kaan;Gobe;;male;1951-02-24;6803;Greppin;Sachsen-Anhalt;SK;0;SK
2002536;Taranee;Hubrig;;female;1951-02-18;21077;Hamburg Wilstorf;Hamburg;SK;0;SK
2004938;EnaĂ«l;Sedlack;;male;1951-02-17;52531;Ăśbach-Palenberg;Nordrhein-Westfalen;DE;1;DE
2006520;Joel-Domin;GĂĽner;;male;1951-02-17;94535;Eging am See;Bayern;AT;2;AT
2002970;Wubshet;Branz;;female;1951-02-16;6647;Saubach;Sachsen-Anhalt;SK;0;SK
2003470;Sahar;Dietinger;;female;1951-02-12;90562;Kalchreuth;Bayern;SK;0;SK
2007588;Tahra;KaragĂĽn;;female;1951-02-09;22049;Hamburg Wandsbek;Hamburg;DE;1;DE
2009737;Levius;NĂĽckles;;male;1951-02-07;31634;Steimbke;Niedersachsen;DE;1;DE
2001556;Ronesa;Beuks;;female;1951-02-05;7950;GĂ¶hren-DĂ¶hlen;ThĂĽringen;SK;0;SK
2004549;Zubeyr;Nikolaisen;;male;1951-01-30;16247;Ziethen;Brandenburg;SK;0;SK
2005799;Sasithorn;Jack;;female;1951-01-13;89191;Nellingen Oppingen;Baden-WĂĽrttemberg;DE;1;DE
2008516;Alamo;Kohlhausen;;male;1951-01-13;99869;BrĂĽheim;ThĂĽringen;DE;1;DE
2003883;Elahe;Kazimierczak;;female;1951-01-02;54314;SchĂ¶merich;Rheinland-Pfalz;DE;1;DE
2001297;Sadi;Roskamm;;male;1950-12-26;72829;Engstingen;Baden-WĂĽrttemberg;SK;0;SK
2005602;Jun-An;Hoffschlag;;male;1950-12-22;6369;Drosa;Sachsen-Anhalt;AT;2;AT
2009672;Jeremy-Tayler;Wondracek;;male;1950-12-08;16515;Schmachtenhagen;Brandenburg;SK;0;SK
2006171;Taiel;Hundermark;;male;1950-12-06;45277;Essen;Nordrhein-Westfalen;AT;2;AT
2001792;Sefi;Tessmar;;female;1950-11-29;85072;EichstĂ¤tt;Bayern;AT;2;AT
2010057;Massa;KrĂĽgel;;female;1950-11-09;83125;EggstĂ¤tt;Bayern;SK;0;SK
2006209;Bilyana;KĂĽnzeler;;female;1950-09-23;85614;Kirchseeon;Bayern;AT;2;AT
2003137;Liya-SĂĽndĂĽz;GrĂ¶nfeldt;;female;1950-09-18;38489;Ahlum;Sachsen-Anhalt;DE;1;DE
2008505;Askelad;von Kalinowski;;male;1950-09-08;94342;Irlbach;Bayern;SK;0;SK
2004042;Pamina;von Siegfried;;female;1950-08-25;29456;Hitzacker Hitzacker;Niedersachsen;DE;1;DE
2001060;Jedrick;Thanel;;male;1950-08-24;83246;UnterwĂ¶ssen;Bayern;DE;1;DE
2003481;Hanyel;Koehler;;male;1950-07-23;94239;Ruhmannsfelden;Bayern;AT;2;AT
2009034;Macerius;Mittelmeier;;male;1950-07-05;83677;Reichersbeuern;Bayern;DE;1;DE
2004429;Hayal;Lindenberger;;female;1950-06-15;82131;Gauting;Bayern;DE;1;DE
